parent_name,parent_id,parent_city,language,entity_type
ARAB DRIP IRRIGATION SYSTEM MANUFACTURING COMPANY,JO0000008237,JO,en,company
ELECTRICITY DISTRIBUTION COMPANY,JO0000008256,JO,en,government
MANASEER GROUP FOR INDUSTRIES & COMMERCIAL INVESTMENT,JO0000008292,JO,ar,family_firm
SOCIAL SECURITY CORPORATION,JO0000053983,JO,en,government
ELIA NUQUL AND SONS COMPANY,JO0000071190,JO,ar,family_firm
JORDANIAN CONSTRUCTION MATERIALS COMPANY,JO0000072232,JO,en,company
HIKMA INVESTMENTS COMPANY,JO0000111790,JO,ar,company
AMMAN GENERAL CO FOR INDUSTRY & MARKETING (JORDAN) SA,JO0000119006,JO,en,company
UNION FINANCIAL CORPORATION,JO0000120255,JO,en,company
UNITED NATIONS EDUCATIONAL SCIENTIFIC AND CULTURAL ORGANIZATION,JO0000120357,JO,en,government
ARABIA TRADING & CONSULTING CO. LTD,JO0000121379,JO,ar,family_firm
NASSER INVESTMENT HOLDING GROUP,JO0000122133,JO,ar,company
KAAWAR INVESTMENT COMPANY,JO0000262978,JO,ar,company
HAMSHARI GROUP FOR INVESTMENTS COMPANY,JO0000346028,JO,ar,company
MOAYED ZOULGHINA AND HUSSEIN ABED MOHAMMAD ALI,JO0000354732,JO,ar,individual
AYLA INVESTMENT COMPANY LIMITED,JO0000356164,JO,ar,company
AL OLA COMPANY FOR INVESTMENT MANAGEMENT,JO0000359496,JO,ar,company
AL KINA COMPANY FOR REAL ESTATE INVESTMENTS,JO0000361448,JO,ar,company
ALMANASEER GROUP FOR INDUSTRIAL AND TRADE INVESTMENTS,JO0000362430,JO,ar,company
FOUR SEASONS HOTELS AND RESORTS,JO0000364146,JO,en,company
AL ZAFER FOR INVESTMENTS LIMITED LIABILITY,JO0000365840,JO,ar,company
KAWAR INVESTMENTS COMPANY LTD,JO0000377534,JO,ar,company
INTERNATIONAL CO. FOR SHIP MANAGEMENT,JO0000378004,JO,en,company
GOVERNMENT OF JORDAN,JO0000379674,JO,en,government
AL QUDURAT FOR INVESTMENT,JO0000391312,JO,ar,company
RAM PHARMACEUTICALS INDUSTRIES COMPANY LIMITED,JO0000668447,JO,en,company
EASTERN AVIATION INVESTMENT,JO0001420689,JO,en,company
ARAB PALESTINIAN FOR INVESTMENT,JO0001487809,JO,ar,company
ONE THOUSAND NINE HUNDRED FIFTY THREE FOR DIVERSIFIED INVESTMENTS,JO0001491331,JO,en,company
HAMOODA BROTHERS FOR TRADING AND INVESTMENT,JO0001548309,JO,ar,family_firm
AGRICULTURAL PRODUCTS COMPANY LIMITED,JO0014668575,JO,en,company
THE ARAB POTASH COMPANY PSC,JO30001GJ,JO,en,company
DAR AL DAWA DEVELOPMENT AND INVESTMENT COMPANY PLC,JO30008GJ,JO,ar,company
JORDAN STEEL,JO30009GJ,JO,en,company
JORDAN INDUSTRIAL RESOURCES,JO30012GJ,JO,en,company
JORDAN INVESTMENT TRUST PLC.,JO30014GJ,JO,en,company
UNION INVESTMENT CORPORATION P.L.C.,JO30030GJ,JO,en,company
NATIONAL PORTFOLIO SECURITIES PLC,JO30031GJ,JO,en,company
EL-ZAY READY WEAR MANUFATURING PLC,JO30034GJ,JO,ar,company
AD-DULAYL INDUSTRIAL PARK & REAL ESTATE COMPANY PLC,JO30038GJ,JO,ar,company
JORDAN WORSTED MILLS P.L.C. (THE),JO30051GJ,JO,en,company
"MIDDLE EAST COMPLEX FOR ENGINEERING, ELECTRONICS & HEAVY INDUSTRIES PLC",JO30056GJ,JO,en,company
PREMIER BUSINESS AND PROJECTS CO LTD,JO30061GJ,JO,en,company
ARAB ALUMINIUM INDUSTRY COMPANY PJSC,JO30066GJ,JO,ar,company
NATIONAL ALUMINIUM INDUSTRIAL COMPANY P.L.C.,JO30068GJ,JO,en,company
MIDDLE EAST PHARMACEUTICAL AND CHEMICAL INDUSTRIES CO PLC,JO30072GJ,JO,en,company
AL AHLIA ENTERPRISES,JO30078GJ,JO,ar,company
UNITED ARAB INVESTORS PLC,JO30083GJ,JO,ar,company
ARAB PHARMACEUTICAL MANUFACTURING P.L.C.,JO30085GJ,JO,ar,company
COMPREHENSIVE MULTIPLE PROJECTS COMPANY PLC,JO30086GJ,JO,en,company
ARAB INTERNATIONAL CO. FOR EDUCATION & INVESTMENT (THE),JO30102GJ,JO,ar,company
ARAB EAST INVESTMENT LTD,JO30103GJ,JO,ar,company
AL-TAJAMOUAT FOR CATERING AND HOUSING CO PLC,JO30108GJ,JO,ar,company
ZARA INVESTMENT HOLDING CO. P.L.C.,JO30110GJ,JO,ar,company
CENTURY INVESTMENT GROUP PLC,JO30120GJ,JO,en,company
ARAB INTERNATIONAL HOTELS PLC,JO30125GJ,JO,ar,company
THE INDUSTRIAL COMMERCIAL AND AGRICULTURAL(THE) P.L.C.,JO30134GJ,JO,en,company
SALAM INTERNATIONAL TRANSPORT & TRADING PLC,JO30153GJ,JO,ar,company
SPECIALIZED INVESTMENT COMPOUNDS CO. PLC. (AL-TAJAMOUAT),JO30158GJ,JO,ar,company
JORDAN INVESTMENT & TOURISM TRANSPORT P.L.C,JO30160GJ,JO,en,company
AL ISRA FOR EDUCATION AND INVESTMENT PLC,JO30163GJ,JO,ar,company
PETRA EDUCATION PLC,JO30164GJ,JO,en,company
JORDANIAN REALESTATE COMPANY FOR DEVELOPMENT PLC,JO30169GJ,JO,en,company
SOUTH ELECTRONICS CO. P.L.C,JO30177GJ,JO,en,company
EMMAR INVESTMENTS & REAL ESTATE DEVELOPMENT,JO30180GJ,JO,ar,company
ARAB PESTICIDES & VETERINARY DRUGS MFG. CO. (THE),JO30181GJ,JO,ar,company
OFFTEC HOLDING GROUP PLC,JO30182GJ,JO,en,company
AMWAL INVEST,JO30183GJ,JO,ar,company
HAYAT PHARMACEUTICAL INDUSTRIES CO. P.L.C,JO30184GJ,JO,ar,company
NOOR CAPITAL MARKETS FOR DIVERSIFIED INVESTMENTS,JO30200GJ,JO,ar,company
FUTURE ARAB INVESTMENT CO.,JO30224GJ,JO,ar,company
METHAQ REAL ESTATE INVESTMENT,JO30227GJ,JO,ar,company
JORDAN EMIRATES DIMENSIONS FOR COMMERCIAL INVESTMENT PLC,JO30237GJ,JO,en,company
RUM GROUP FOR TRANSPORTATION & TOURISM INVESTMENT P.L.C.,JO30244GJ,JO,ar,company
ALMEHANYA FOR REAL ESTATE INVESTMENTS AND HOUSING PLC,JO30252GJ,JO,ar,company
SABAEK INVESTMENT COMPANY P.L.C,JO30262GJ,JO,ar,company
JORDAN CLOTHING COMPANY PLC,JO30266GJ,JO,en,company
UNITED GROUP HOLDINGS COMPANY PJSC,JO30267GJ,JO,en,company
SURA DEVELOPMENT & INVESTMENT PLC,JO30269GJ,JO,ar,company
AMOUN INTERNATIONAL FOR INVESTMENT P.L.C,JO30272GJ,JO,ar,company
ARAB WEAVERS UNION PLC,JO30278GJ,JO,ar,company
ARAB BANK PLC,JO31548,JO,ar,company
INVEST BANK,JO31778,JO,en,company
JORDAN AHLI BANK PLC,JO32019,JO,ar,company
BANK of JORDAN PLC,JO32555,JO,en,company
ARAB JORDAN INVESTMENT BANK,JO32566,JO,ar,company
CAPITAL BANK of JORDAN,JO42901,JO,en,company
CAIRO AMMAN BANK,JO47612,JO,ar,company
ENARA ENERGY INVESTMENT,JO955710,JO,ar,company
MR. NIDAL ISMAIL AL HROUB,JOCP0000000875,JO,ar,individual
MR. SAMER MOHAMED JEMAA AL RAJABI,JOCP0000002172,JO,ar,individual
MR. SHARIF AHMED QAYSYEH,JOCP0000002979,JO,ar,individual
MR. FAEK HASSAN ABU JDOOE,JOCP0000014152,JO,ar,individual
MR. RIYAD ABDULJALIL HOWAIDI,JOCP0000137876,JO,ar,individual
MR. RASHID OMAR ABU SEEDO,JOCP0000142560,JO,ar,individual
MR. BASEL RASHID RABATAH,JOCP0000142705,JO,ar,individual
MR. SHAWKI METRI NAQEL,JOCP0000145471,JO,ar,individual
MR. BASSAM KHALIL MISLIH,JOCP0000146096,JO,ar,individual
MR. GHAZI MOHAMMED MALAK,JOCP0000146494,JO,ar,individual
MR. RAED MOHAMMED ABDULLAH,JOCP0000264946,JO,ar,individual
MR. LODVIK WEHBEH TAMARI,JOCP0000277776,JO,ar,individual
MR. ABD AL AFU SHEHADA AL SHWEIKI,JOCP0000278332,JO,ar,individual
MR. ITEWI TURKI AL RAWASHDEH,JOCP0000376832,JO,ar,individual
MR. LEVON KARBIS DIR SARKISIAN,JOCP0000377312,JO,ar,individual
MR. MOUATH ABDULQADER AL NATSHEH,JOCP0000383668,JO,ar,individual
MR. KHALIL ABED ABU HAJEB,JOCP0000390952,JO,ar,individual
MS. NAJAH MOHAMMED AL REMHI,JOCP0000391288,JO,ar,individual
MR. SAMER ADNAN YOUSSEF RAJHA,JOCP0000394958,JO,ar,individual
MR. GHAZI ABDULLAH KHALAF,JOCP0000395186,JO,ar,individual
MR. NABIL JAMIL BA KIR,JOCP0000395228,JO,ar,individual
MR. AMJAD HUSSEIN ATTIYA,JOCP0000395428,JO,ar,individual
MR. OQAB ABDULRAHMAN FRAIJ,JOCP0000398930,JO,ar,individual
MR. MOHAMMED-AZZAM ZUHAIR AL TAYLOUNI,JOCP0000400116,JO,ar,individual
MR. IBRAHIM HASAN ABOU JAQIM,JOCP0000401906,JO,ar,individual
MS. DALILA JAMIL HAIDAR,JOCP0000406418,JO,ar,individual
MR. RAED MAHMOUD KHALIL,JOCP0000410856,JO,ar,individual
MR. MASHHOUR MUSTAPHA AL KHALFAT,JOCP0000413004,JO,ar,individual
MR. BASSAM RASHAD SINOKROT,JOCP0000416774,JO,ar,individual
MR. JIRYES AMINE BAQLAH,JOCP0000421706,JO,ar,individual
MS. MAJIDA MOHAMMED ABOU JARA,JOCP0000422760,JO,ar,individual
MR. GHAZI MAHMOUD ALLAN,JOCP0000423184,JO,ar,individual
MR. MOHAMMED HASAN MOHAMMED RASOUL AL KAILANI,JOCP0000424813,JO,ar,individual
MR. NIDAL YOUSSEF AL AKHRAS,JOCP0000428882,JO,ar,individual
MR. WASFI MOHAMMED JOUMAA ABOU SAIF,JOCP0000429866,JO,ar,individual
MR. HAYTHAM YOUSSEF ABU SNEINEH,JOCP0000433544,JO,ar,individual
MR. MOHAMMED MAHMOUD ABU ODEH,JOCP0000434494,JO,ar,individual
MR. RAMEZ AHMED AL SBUI,JOCP0000452388,JO,ar,individual
MR. AMJAD AHMED BIBARS,JOCP0000460726,JO,ar,individual
MR. IBRAHIM TOUFIC ABOU JABER,JOCP0000465650,JO,ar,individual
MR. MAHRAN ABDULLAH RASHEED,JOCP0000473886,JO,ar,individual
MRS. RANDA HAMDI AL SAMHOURI,JOCP0000494250,JO,ar,individual
MRS. SAHAR OMAR ABUSHEIKHA,JOCP0000504848,JO,ar,individual
MR. MOHAMMED NAZIR YASSIN AL MAJZOUB,JOCP0000505170,JO,ar,individual
MR. KHAIRO ARSHID AL MSHAKBEH,JOCP0000505176,JO,ar,individual
MR. JAAFAR AKRAMAH AL HUSSEINI,JOCP0000506828,JO,ar,individual
ENGINEER BASSAM MOHAMAD AL QAWASMEH,JOCP0000514096,JO,ar,individual
MR. MARWAN MOHAMMED ABOU GHAZALA,JOCP0001500787,JO,ar,individual
MR. HILAL SAMIH AL SAID,JOCP0001796793,JO,ar,individual
ARAB GERMAN INSURANCE COMPANY LTD,JOFEI1010144,JO,ar,company
"JERUSALEM INSURANCE CO., LTD.",JOFEI1010870,JO,en,company
JORDAN INTERNATIONAL INSURANCE COMPANY,JOFEI1011073,JO,en,company
ARAB ASSURERS INSURANCE COMPANY,JOFEI1011573,JO,ar,company
DELTA INSURANCE CO LTD,JOFEI1011593,JO,en,company
ARAB UNION INTERNATIONAL INSURANCE COMPANY,JOFEI1011596,JO,ar,company
PHILADELPHIA INSURANCE COMPANY,JOFEI1011602,JO,en,company
