parent_name,parent_id,parent_city,language,entity_type
AGROINDEXPORT,MD1003600036861,MD,ro,company
BASCONSLUX SRL,MD1003600038407,MD,ro,company
RAMIN-LUX,MD1003600039275,MD,ro,company
GRISAN HAMB SA INTREPRINDERE MIXTA MOLDO-GERMANA,MD1003600043182,MD,ro,company
VINAMEX SRL IM ORIENT RETEA DE FARMACII,MD1003600049911,MD,ro,company
HORN SRL FCP,MD1003600051695,MD,ro,company
GESUSBAU,MD1003600058904,MD,ro,company
PIETRIS SA,MD1003600062729,MD,ro,company
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU CRIS,MD1003600066233,MD,ru,company
KENTFORD CAPITAL CORPORATION SA IM,MD1003600070357,MD,en,company
INMACOM CONCERNUL REPUBLICAN DE PRODUCTIE,MD1003600087793,MD,ro,government
SNB &,MD1003600089339,MD,ro,company
XENON SRL RETEA DE MAGAZINE,MD1003600098805,MD,ro,company
PRIM-CARGO,MD1003600108278,MD,ro,company
MONIFIC-GROUP SRL,MD1003600114673,MD,ro,company
C.I. INTERPARES PRIM,MD1003600120263,MD,ro,company
TRANSIMEX SRL,MD1003601002199,MD,ro,company
DROSERA SRL,MD1003602016014,MD,ro,company
SERALDINAX SRL,MD1003602032236,MD,ro,company
PRIMVASTRA SRL,MD1003604004149,MD,ro,company
FABRICA DE UNT DIN FLORESTI SA,MD1003607011922,MD,ro,company
INSTACON SRL,MD1003609000397,MD,ro,company
TRESOR SA,MD1003611004138,MD,ro,company
LIMI,MD1004600008010,MD,ro,company
OCALIBREX,MD1004600010543,MD,ro,company
RUTADOR SRL,MD1004600021987,MD,ro,company
RULTEHCOM SRL,MD1004600024106,MD,ro,company
ACVILA GRUP UNION OF ENTERPRISES,MD1004600039799,MD,ro,company
AVANTAGE,MD1004600054006,MD,ro,company
CHATEAU VARTELY SRL IM,MD1004601002576,MD,ro,company
NISVINEX GRUP,MD1004609002310,MD,ro,company
OVIRIT-GRUP,MD1004611002463,MD,ro,company
ELAT-INVEST,MD1005600008899,MD,ro,company
COMARSINI GRUP SRL,MD1005600015774,MD,ro,company
BEMAS SRL,MD1005600021652,MD,ro,company
SONARIS-COM SRL SC,MD1005600025214,MD,ro,company
AGROMECANICA HOLDING,MD1005600057510,MD,ro,company
INVESTITIONALA INVESTICA,MD1005600063052,MD,ro,company
DAAC-AUTO SRL,MD1006600006098,MD,ro,company
BLUE SKY,MD1006600027318,MD,en,company
IRINDA PRIM SRL SC,MD1006600048096,MD,ro,company
SIMPLEX-CO SRL SC,MD1006600048926,MD,ro,company
SISTEME DE EVALUARI SI INVESTITII,MD1006600054859,MD,ro,company
MINISTERUL TEHNOLOGIEI INFORMATIEI SI COMUNICATIILOR AL RM,MD1006601000015,MD,ro,government
MINISTERUL ECONOMIEI AL RM,MD1006601000026,MD,ro,government
MINISTERUL FINANTELOR AL RM,MD1006601000037,MD,ro,government
MINISTERUL AGRICULTURII SI INDUSTRIEI ALIMENTARE AL RM,MD1006601000059,MD,ro,government
MINISTERUL MEDIULUI AL RM,MD1006601000071,MD,ro,government
MINISTERUL EDUCATIEI AL RM,MD1006601000082,MD,ro,government
MINISTERUL CULTURII AL RM,MD1006601000107,MD,ro,government
MINISTERUL JUSTITIEI AL RM,MD1006601000118,MD,ro,government
MINISTERUL AFACERILOR INTERNE AL RM,MD1006601000130,MD,ro,government
MINISTERUL APARARII AL RM,MD1006601000141,MD,ro,government
BIROUL NATIONAL DE STATISTICA AL RM,MD1006601000200,MD,ro,government
AGENTIA MOLDSILVA,MD1006601000255,MD,ro,company
AGENTIA PROPRIETATII PUBLICE PE LINGA MINISTERUL ECONOMIEI,MD1006601001090,MD,ro,government
CLIMAUTANUL-AGRO SRL SC,MD1006604000751,MD,ro,company
INAMSTRO SRL SC,MD1006606001095,MD,ro,company
DUCATES GRUP SRL,MD1006606005831,MD,ro,company
ALFA - ENGINEERING,MD1006608000209,MD,ro,company
INTERPRANA SRL,MD1007600042655,MD,ro,company
CAMPUS COMMUNICATIONS,MD1007600051350,MD,en,company
CREAVITA SRL SC,MD1007600063609,MD,ro,company
"MINISTERUL MUNCII, PROTECTIEI SOCIALE SI FAMILIEI AL RM",MD1007601000791,MD,ro,government
COMISIA NATIONALA A PIETEI FINANCIARE,MD1007601001293,MD,ro,government
DIRECTIA AGRICULTURA SI DEZVOLTARE ECONOMICA CAHUL CONSILIUL RAIONAL CAHUL,MD1007601010297,MD,ro,government
CEBA GRUP,MD1007608000804,MD,ro,company
MEDISAN IS,MD1008600012844,MD,ro,company
MERIDIAN INVEST-2853,MD1008600044667,MD,ro,company
ELECTRO-CONNECT,MD1008600052815,MD,ro,company
MINISTERUL DEZVOLTARII REGIONALE SI CONSTRUCTIILOR AL RM,MD1008601000570,MD,ro,government
MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII DRUMURILOR AL RM,MD1008601001212,MD,ro,government
MODAUTO GRUP,MD1009600001201,MD,ro,company
MOLINART GRUP SRL,MD1009600019312,MD,ro,company
DEBT COLLECTION COMPANY INCASO SRL,MD1009600029036,MD,en,company
DI & TRADE ENGINEERING SRL,MD1009600035143,MD,ro,company
ITALGROUP SERVICE,MD1010600034591,MD,ro,company
GPI CAPITAL,MD1010600034915,MD,ro,company
BIO CORN,MD1010600035082,MD,ro,company
CENTRUL TEHNIC TEHNODAR AGRO,MD1010600040804,MD,ro,company
ECO-MONDIAL,MD1010604002558,MD,ro,company
SLAVAUTOTRANS,MD1010605002555,MD,ro,company
MOLDPRODINVEST SRL,MD1011600017874,MD,ro,company
NORDAGROINVEST,MD1011604001156,MD,ro,company
MAGISTRALA -NORD,MD1011607000998,MD,ro,company
PROFIT INVEST,MD1012602001621,MD,ro,company
DAS SOLUTIONS,MD1013600028120,MD,ro,company
CAROU GRUP,MD1013600036194,MD,ro,company
LOGIST MANAGEMENT PLUS,MD1014600006419,MD,ro,company
CAPITAL GROUP AG,MD1014600033020,MD,en,company
AMT SOLUTIONS,MD1015600001754,MD,en,company
MTH 4 BUSINESS,MD1015600001765,MD,ro,company
RBT-CAPITAL,MD1015600021309,MD,ro,company
TOROTRADEK,MD1015600024676,MD,ro,company
VICTORIA SRL,MD1093128003198,MD,ro,company
TUTUN SA,MD227940,MD,ro,company
ONTARIO INC,MD2329083,MD,en,company
HOLDING IMPERIAL VIN COMPANY LIMITED,MD77004610127,MD,en,company
ILIE RAU,MDC0960712864339,MD,ro,individual
NICOLAE PETRASCU,MDC0970607542255,MD,ro,company
NICOLAE PETRENCO,MDC0971402218310,MD,ro,company
OSTROVOI V.,MDC0972501386180,MD,ru,individual
